,respondent_id,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range,age_group,cf_ab_score,zas_score,bsi
3992,R03991,F,Metro,Student,None,5-7 times,Newcomer,Large (1 L),0 to 1,Availability,Traditional,Online,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,0
3993,R03992,M,Rural,Working Professional,10L - 15L,3-4 times,Established,Large (1 L),2 to 4,Price,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,2.0,1.5,0
3994,R03993,F,Rural,Working Professional,26L - 35L,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.5,2.5,1
3995,R03994,M,Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),above 4,Availability,Traditional,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,36-45,2.5,3.0,0
3996,R03995,M,Urban,Entrepreneur,<10L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.0,2.0,1
3997,R03996,F,Rural,Student,None,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),50-100,18-25,1.5,,1
3998,R03997,M,Metro,Student,None,3-4 times,Newcomer,Large (1 L),above 4,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,,1
3999,R03998,F,Urban,Working Professional,10L - 15L,3-4 times,Established,Large (1 L),2 to 4,Price,Traditional,Retail Store,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),200-250,46-55,2.0,2.5,0
4000,R03999,M,Semi-Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Large (1 L),0 to 1,Availability,Traditional,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,46-55,2.0,2.0,0
4001,R04000,F,Urban,Working Professional,<10L,5-7 times,Established,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.0,2.0,0
4002,R04001,M,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),above 4,Availability,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,18-25,2.5,,0
4003,R04002,M,Metro,Working Professional,<10L,5-7 times,Established,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,2.5,0
4004,R04003,M,Urban,Working Professional,16L - 25L,0-2 times,Newcomer,Medium (500 ml),above 4,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),200-250,36-45,2.0,3.0,1
4005,R04004,M,Urban,Working Professional,26L - 35L,5-7 times,Newcomer,Large (1 L),0 to 1,Brand Reputation,Traditional,Online,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.0,3.5,0
4006,R04005,M,Urban,Student,None,5-7 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.0,,0
4007,R04006,F,Urban,Entrepreneur,10L - 15L,3-4 times,Established,Medium (500 ml),above 4,Price,Traditional,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,2.5,0
4008,R04007,F,Metro,Working Professional,26L - 35L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.0,4.0,0
4009,R04008,F,Metro,Student,None,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),100-150,18-25,1.5,,1
4010,R04009,M,Urban,Student,None,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.5,,1
4011,R04010,F,Metro,Entrepreneur,26L - 35L,5-7 times,Newcomer,Large (1 L),above 4,Quality,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,36-45,3.0,4.0,1
4012,R04011,F,Metro,Entrepreneur,16L - 25L,3-4 times,Established,Large (1 L),above 4,Brand Reputation,Traditional,Online,Premium,Low (Not very concerned),Casual (eg. At home),200-250,26-35,2.5,3.5,0
4013,R04012,M,Semi-Urban,Working Professional,26L - 35L,3-4 times,Newcomer,Large (1 L),2 to 4,Availability,Exotic,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,2.0,3.0,0
4014,R04013,M,Metro,Student,None,3-4 times,Established,Medium (500 ml),above 4,Availability,Exotic,Retail Store,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),150-200,18-25,2.5,,0
4015,R04014,F,Semi-Urban,Working Professional,> 35L,5-7 times,Newcomer,Large (1 L),0 to 1,Availability,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.0,3.5,0
4016,R04015,M,Semi-Urban,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,2.0,0
4017,R04016,M,Metro,Entrepreneur,26L - 35L,3-4 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Online,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,4.0,1
4018,R04017,F,Metro,Working Professional,10L - 15L,0-2 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Retail Store,Simple,Low (Not very concerned),Social (eg. Parties),100-150,26-35,1.5,3.0,0
4019,R04018,M,Metro,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),above 4,Brand Reputation,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,46-55,3.0,3.5,0
4020,R04019,M,Urban,Entrepreneur,26L - 35L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Quality,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.0,3.5,1
4021,R04020,M,Semi-Urban,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Eco-Friendly,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.0,,0
4022,R04021,M,Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),above 4,Quality,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,26-35,2.5,3.0,1
4023,R04022,F,Semi-Urban,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),0 to 1,Availability,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,36-45,1.5,2.0,0
4024,R04023,M,Semi-Urban,Student,None,5-7 times,Established,Small (250 ml),0 to 1,Availability,Exotic,Online,Simple,Low (Not very concerned),Casual (eg. At home),50-100,18-25,2.0,,0
4025,R04024,F,Urban,Working Professional,> 35L,5-7 times,Established,Small (250 ml),above 4,Quality,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,3.0,4.0,0
4026,R04025,M,Metro,Student,None,3-4 times,Newcomer,Large (1 L),0 to 1,Availability,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,,0
4027,R04026,F,Urban,Working Professional,> 35L,5-7 times,Established,Large (1 L),above 4,Brand Reputation,Exotic,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,26-35,3.0,4.0,0
4028,R04027,M,Semi-Urban,Working Professional,> 35L,0-2 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,1.5,3.5,1
4029,R04028,F,Urban,Student,None,5-7 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,,0
4030,R04029,M,Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Large (1 L),2 to 4,Availability,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),150-200,26-35,2.5,2.5,0
4031,R04030,F,Urban,Entrepreneur,26L - 35L,3-4 times,Established,Small (250 ml),above 4,Quality,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,3.5,0
4032,R04031,M,Metro,Working Professional,26L - 35L,5-7 times,Established,Large (1 L),0 to 1,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.0,4.0,0
4034,R04033,M,Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Small (250 ml),2 to 4,Availability,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,2.0,3.0,0
4035,R04034,F,Semi-Urban,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Eco-Friendly,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.5,,0
4036,R04035,M,Urban,Student,None,5-7 times,Newcomer,Large (1 L),2 to 4,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.5,,1
4037,R04036,F,Urban,Entrepreneur,26L - 35L,3-4 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,2.0,3.5,1
4038,R04037,M,Metro,Entrepreneur,26L - 35L,3-4 times,Established,Small (250 ml),2 to 4,Brand Reputation,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,4.0,0
4039,R04038,M,Semi-Urban,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),0 to 1,Brand Reputation,Traditional,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),150-200,36-45,2.0,2.5,0
4040,R04039,F,Urban,Working Professional,<10L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,Low (Not very concerned),Social (eg. Parties),100-150,18-25,1.5,2.0,1
4041,R04040,M,Metro,Student,None,5-7 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.5,,0
4042,R04041,M,Metro,Student,None,3-4 times,Established,Large (1 L),2 to 4,Price,Traditional,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,,0
4043,R04042,M,Metro,Entrepreneur,26L - 35L,0-2 times,Established,Small (250 ml),above 4,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,4.0,0
4044,R04043,M,Urban,Working Professional,> 35L,0-2 times,Established,Medium (500 ml),above 4,Quality,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.0,4.0,0
4045,R04044,M,Metro,Working Professional,> 35L,3-4 times,Established,Large (1 L),2 to 4,Brand Reputation,Traditional,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),200-250,46-55,2.0,4.5,0
4046,R04045,F,Semi-Urban,Working Professional,16L - 25L,5-7 times,Established,Medium (500 ml),above 4,Brand Reputation,Traditional,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,26-35,3.0,2.5,0
4047,R04046,F,Rural,Retired,<10L,0-2 times,Established,Medium (500 ml),2 to 4,Availability,Exotic,Online,Simple,Low (Not very concerned),Social (eg. Parties),50-100,56-70,1.5,1.0,0
4048,R04047,F,Urban,Student,None,3-4 times,Established,Large (1 L),0 to 1,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,,0
4049,R04048,M,Metro,Student,None,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,,1
4050,R04049,F,Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Small (250 ml),0 to 1,Brand Reputation,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,1.5,3.0,0
4051,R04050,M,Semi-Urban,Working Professional,10L - 15L,0-2 times,Established,Small (250 ml),2 to 4,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,26-35,1.5,2.0,0
4052,R04051,F,Urban,Student,None,5-7 times,Established,Large (1 L),0 to 1,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,2.0,,0
4053,R04052,F,Urban,Student,None,3-4 times,Newcomer,Large (1 L),2 to 4,Price,Exotic,Online,Premium,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.0,,1
4054,R04053,M,Urban,Student,None,3-4 times,Established,Large (1 L),above 4,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
4055,R04054,M,Semi-Urban,Working Professional,10L - 15L,5-7 times,Established,Large (1 L),0 to 1,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),150-200,56-70,2.0,2.0,0
4056,R04055,F,Semi-Urban,Entrepreneur,26L - 35L,5-7 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.0,3.0,1
4057,R04056,M,Semi-Urban,Working Professional,16L - 25L,0-2 times,Established,Small (250 ml),0 to 1,Brand Reputation,Exotic,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),100-150,26-35,1.0,2.5,0
4058,R04057,M,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.0,,1
4059,R04058,M,Metro,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),above 4,Price,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,26-35,2.5,3.5,1
4060,R04059,M,Semi-Urban,Working Professional,> 35L,3-4 times,Established,Small (250 ml),0 to 1,Quality,Exotic,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,46-55,1.5,3.5,0
4061,R04060,M,Metro,Student,None,0-2 times,Established,Small (250 ml),2 to 4,Availability,Exotic,Retail Store,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,,0
4062,R04061,M,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,,1
4063,R04062,F,Rural,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,46-55,1.5,2.0,1
4064,R04063,F,Urban,Student,None,5-7 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Premium,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.0,,1
4065,R04064,F,Semi-Urban,Student,None,5-7 times,Established,Large (1 L),0 to 1,Price,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,18-25,2.0,,0
4066,R04065,M,Semi-Urban,Working Professional,<10L,5-7 times,Established,Small (250 ml),0 to 1,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,1.5,0
4067,R04066,M,Urban,Working Professional,10L - 15L,0-2 times,Established,Small (250 ml),0 to 1,Price,Traditional,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,26-35,1.0,2.5,0
4068,R04067,M,Metro,Student,None,5-7 times,Established,Large (1 L),2 to 4,Availability,Exotic,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.5,,0
4069,R04068,M,Urban,Student,None,3-4 times,Newcomer,Large (1 L),above 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.5,,1
4070,R04069,M,Metro,Entrepreneur,<10L,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.0,2.5,1
4071,R04070,M,Semi-Urban,Retired,<10L,0-2 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Online,Premium,Low (Not very concerned),Casual (eg. At home),100-150,56-70,1.0,1.5,1
4072,R04071,M,Metro,Student,None,5-7 times,Established,Small (250 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,,0
4073,R04072,M,Semi-Urban,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Traditional,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,3.0,0
4074,R04073,F,Metro,Working Professional,> 35L,0-2 times,Established,Large (1 L),2 to 4,Quality,Exotic,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,46-55,1.5,4.5,0
4075,R04074,M,Metro,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,36-45,1.5,3.0,1
4076,R04075,M,Urban,Entrepreneur,10L - 15L,3-4 times,Established,Small (250 ml),2 to 4,Availability,Exotic,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),150-200,46-55,2.0,2.5,0
4077,R04076,M,Urban,Working Professional,26L - 35L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,46-55,2.5,3.5,0
4078,R04077,M,Urban,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Eco-Friendly,Low (Not very concerned),Social (eg. Parties),50-100,18-25,1.5,,0
4079,R04078,F,Metro,Student,None,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),Social (eg. Parties),100-150,18-25,1.5,,1
4080,R04079,F,Metro,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,2.5,3.0,1
4081,R04080,F,Metro,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),2 to 4,Availability,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.0,3.0,0
4082,R04081,M,Metro,Student,None,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),Social (eg. Parties),100-150,18-25,1.0,,1
4083,R04082,M,Urban,Entrepreneur,<10L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),150-200,26-35,2.0,2.0,1
4084,R04083,M,Metro,Entrepreneur,16L - 25L,0-2 times,Established,Large (1 L),2 to 4,Brand Reputation,Traditional,Online,Premium,Low (Not very concerned),Casual (eg. At home),200-250,46-55,1.5,3.5,0
4085,R04084,F,Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,2.5,1
4086,R04085,M,Metro,Student,None,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,,1
4087,R04086,F,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,1
4088,R04087,F,Urban,Working Professional,16L - 25L,5-7 times,Newcomer,Medium (500 ml),above 4,Quality,Traditional,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,36-45,3.0,3.0,1
