respondent_id,age,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range
r07386,25,m,semi-urban,working professional,16l - 25l,3-4 times,established,large (1 l),above 4,quality,traditional,retail store,eco-friendly,low (not very concerned),casual (eg. at home),150-200
r07387,21,m,urban,working professional,<10l,5-7 times,established,medium (500 ml),2 to 4,price,traditional,online,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r07388,48,m,metro,working professional,> 35l,3-4 times,established,large (1 l),2 to 4,quality,traditional,online,premium,low (not very concerned),casual (eg. at home),200-250
r07389,63,f,metro,entrepreneur,> 35l,3-4 times,established,small (250 ml),0 to 1,quality,exotic,retail store,simple,high (very health-conscious),casual (eg. at home),200-250
r07390,28,f,metro,working professional,<10l,3-4 times,newcomer,large (1 l),above 4,price,traditional,retail store,simple,low (not very concerned),"active (eg. sports, gym)",150-200
r07391,28,f,semi-urban,working professional,26l - 35l,5-7 times,newcomer,large (1 l),2 to 4,price,exotic,retail store,premium,medium (moderately health-conscious),casual (eg. at home),200-250
r07392,46,f,semi-urban,working professional,<10l,3-4 times,newcomer,medium (500 ml),0 to 1,price,exotic,retail store,premium,medium (moderately health-conscious),casual (eg. at home),150-200
r07393,45,m,semi-urban,working professional,16l - 25l,0-2 times,newcomer,large (1 l),2 to 4,availability,exotic,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",150-200
r07394,34,f,metro,working professional,16l - 25l,3-4 times,newcomer,small (250 ml),above 4,brand reputation,exotic,online,eco-friendly,high (very health-conscious),"active (eg. sports, gym)",200-250
r07395,43,m,semi-urban,working professional,26l - 35l,3-4 times,newcomer,large (1 l),0 to 1,availability,exotic,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r07396,30,m,urban,working professional,26l - 35l,5-7 times,established,large (1 l),0 to 1,quality,exotic,online,simple,high (very health-conscious),"active (eg. sports, gym)",200-250
r07397,24,m,semi-urban,student,none,5-7 times,newcomer,medium (500 ml),2 to 4,availability,traditional,retail store,simple,medium (moderately health-conscious),casual (eg. at home),100-150
r07398,33,f,urban,working professional,16l - 25l,5-7 times,established,medium (500 ml),2 to 4,brand reputation,exotic,online,eco-friendly,medium (moderately health-conscious),"active (eg. sports, gym)",150-200
r07399,38,f,metro,working professional,<10l,3-4 times,established,small (250 ml),0 to 1,price,exotic,retail store,premium,high (very health-conscious),social (eg. parties),150-200
r07400,63,m,metro,retired,<10l,5-7 times,newcomer,medium (500 ml),0 to 1,availability,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",150-200
r07401,44,m,metro,entrepreneur,<10l,0-2 times,newcomer,medium (500 ml),2 to 4,price,traditional,online,premium,high (very health-conscious),casual (eg. at home),200-250
r07402,61,f,urban,entrepreneur,<10l,0-2 times,established,small (250 ml),2 to 4,price,exotic,retail store,simple,high (very health-conscious),casual (eg. at home),150-200
r07403,40,m,urban,entrepreneur,10l - 15l,3-4 times,established,medium (500 ml),above 4,price,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r07404,18,f,rural,working professional,10l - 15l,3-4 times,established,medium (500 ml),0 to 1,price,exotic,online,simple,medium (moderately health-conscious),casual (eg. at home),100-150
r07405,22,m,urban,student,none,3-4 times,newcomer,medium (500 ml),above 4,price,exotic,online,premium,medium (moderately health-conscious),social (eg. parties),100-150
r07406,43,m,metro,working professional,10l - 15l,5-7 times,established,small (250 ml),above 4,price,traditional,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",150-200
r07407,18,f,semi-urban,working professional,<10l,0-2 times,established,small (250 ml),0 to 1,price,exotic,online,simple,low (not very concerned),casual (eg. at home),50-100
r07408,37,f,metro,working professional,10l - 15l,0-2 times,newcomer,small (250 ml),above 4,price,traditional,online,simple,high (very health-conscious),social (eg. parties),200-250
r07409,30,f,semi-urban,working professional,<10l,5-7 times,newcomer,small (250 ml),0 to 1,availability,traditional,retail store,simple,medium (moderately health-conscious),social (eg. parties),100-150
r07410,19,m,urban,student,none,3-4 times,newcomer,large (1 l),0 to 1,availability,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",50-100
r07411,33,f,urban,entrepreneur,26l - 35l,5-7 times,newcomer,large (1 l),above 4,quality,exotic,retail store,simple,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r07412,52,f,urban,working professional,16l - 25l,3-4 times,established,small (250 ml),above 4,quality,exotic,online,eco-friendly,high (very health-conscious),casual (eg. at home),200-250
r07413,60,f,metro,entrepreneur,16l - 25l,5-7 times,established,medium (500 ml),2 to 4,quality,exotic,retail store,premium,medium (moderately health-conscious),social (eg. parties),200-250
r07414,26,f,metro,entrepreneur,10l - 15l,5-7 times,newcomer,medium (500 ml),above 4,price,traditional,retail store,premium,medium (moderately health-conscious),social (eg. parties),200-250
r07415,36,f,metro,working professional,> 35l,5-7 times,established,small (250 ml),2 to 4,brand reputation,exotic,retail store,eco-friendly,medium (moderately health-conscious),social (eg. parties),200-250
r07416,20,f,metro,student,none,3-4 times,newcomer,large (1 l),above 4,price,exotic,online,simple,medium (moderately health-conscious),social (eg. parties),100-150
r07417,21,f,metro,working professional,<10l,5-7 times,established,small (250 ml),2 to 4,price,traditional,online,simple,high (very health-conscious),social (eg. parties),150-200
r07418,60,f,rural,student,none,3-4 times,established,small (250 ml),0 to 1,price,exotic,retail store,eco-friendly,medium (moderately health-conscious),"active (eg. sports, gym)",100-150
r07419,22,m,rural,working professional,10l - 15l,0-2 times,newcomer,small (250 ml),0 to 1,price,exotic,retail store,eco-friendly,medium (moderately health-conscious),"active (eg. sports, gym)",100-150
r07420,22,m,metro,working professional,10l - 15l,3-4 times,newcomer,small (250 ml),0 to 1,price,traditional,online,eco-friendly,high (very health-conscious),social (eg. parties),100-150
r07421,55,f,metro,working professional,16l - 25l,0-2 times,newcomer,medium (500 ml),2 to 4,brand reputation,traditional,online,premium,high (very health-conscious),social (eg. parties),200-250
r07422,54,f,urban,working professional,10l - 15l,5-7 times,newcomer,medium (500 ml),2 to 4,availability,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",150-200
r07423,33,f,urban,working professional,10l - 15l,0-2 times,newcomer,medium (500 ml),0 to 1,price,exotic,online,premium,medium (moderately health-conscious),"active (eg. sports, gym)",100-150
r07424,37,f,urban,working professional,26l - 35l,3-4 times,established,medium (500 ml),above 4,brand reputation,exotic,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r07425,43,f,metro,working professional,26l - 35l,3-4 times,established,small (250 ml),above 4,brand reputation,exotic,online,premium,high (very health-conscious),social (eg. parties),200-250
r07426,50,m,metro,working professional,<10l,5-7 times,established,large (1 l),0 to 1,price,traditional,retail store,premium,low (not very concerned),social (eg. parties),150-200
r07427,25,m,urban,working professional,10l - 15l,0-2 times,established,small (250 ml),above 4,price,exotic,online,premium,high (very health-conscious),"active (eg. sports, gym)",150-200
r07428,31,f,urban,working professional,> 35l,3-4 times,newcomer,large (1 l),above 4,brand reputation,exotic,online,premium,medium (moderately health-conscious),social (eg. parties),200-250
r07429,25,m,metro,student,none,5-7 times,newcomer,medium (500 ml),2 to 4,price,traditional,online,premium,low (not very concerned),"active (eg. sports, gym)",100-150
r07430,35,m,metro,working professional,16l - 25l,3-4 times,newcomer,small (250 ml),0 to 1,availability,traditional,online,premium,low (not very concerned),"active (eg. sports, gym)",100-150
r07431,29,f,semi-urban,working professional,<10l,3-4 times,newcomer,small (250 ml),0 to 1,price,exotic,online,simple,high (very health-conscious),social (eg. parties),100-150
r07432,25,m,semi-urban,working professional,10l - 15l,3-4 times,established,medium (500 ml),2 to 4,price,exotic,retail store,simple,high (very health-conscious),social (eg. parties),150-200
r07433,30,f,semi-urban,working professional,10l - 15l,0-2 times,established,large (1 l),2 to 4,price,exotic,online,premium,high (very health-conscious),casual (eg. at home),150-200
r07434,20,f,rural,student,none,3-4 times,established,small (250 ml),0 to 1,price,traditional,online,premium,low (not very concerned),casual (eg. at home),50-100
r07435,24,m,metro,student,none,3-4 times,established,large (1 l),above 4,availability,traditional,retail store,simple,high (very health-conscious),"active (eg. sports, gym)",150-200
r07436,43,f,metro,entrepreneur,16l - 25l,5-7 times,newcomer,medium (500 ml),above 4,brand reputation,exotic,online,simple,low (not very concerned),casual (eg. at home),200-250
r07437,31,f,metro,working professional,16l - 25l,5-7 times,established,medium (500 ml),2 to 4,quality,exotic,online,premium,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r07438,20,f,metro,student,none,0-2 times,established,small (250 ml),2 to 4,price,traditional,online,premium,high (very health-conscious),"active (eg. sports, gym)",100-150
r07439,28,f,urban,working professional,10l - 15l,5-7 times,newcomer,large (1 l),2 to 4,price,exotic,online,premium,high (very health-conscious),social (eg. parties),200-250
r07440,24,f,metro,student,none,3-4 times,established,medium (500 ml),2 to 4,availability,exotic,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",100-150
r07441,34,m,semi-urban,working professional,26l - 35l,0-2 times,established,large (1 l),2 to 4,brand reputation,exotic,retail store,premium,low (not very concerned),"active (eg. sports, gym)",150-200
r07442,39,m,metro,working professional,16l - 25l,3-4 times,established,large (1 l),2 to 4,brand reputation,traditional,online,premium,medium (moderately health-conscious),casual (eg. at home),150-200
r07443,34,f,semi-urban,working professional,26l - 35l,0-2 times,newcomer,large (1 l),2 to 4,price,traditional,online,simple,medium (moderately health-conscious),social (eg. parties),150-200
r07444,29,f,semi-urban,working professional,10l - 15l,0-2 times,newcomer,medium (500 ml),2 to 4,price,exotic,online,simple,medium (moderately health-conscious),casual (eg. at home),100-150
r07445,31,f,semi-urban,entrepreneur,<10l,0-2 times,newcomer,medium (500 ml),2 to 4,price,traditional,retail store,simple,high (very health-conscious),casual (eg. at home),150-200
r07446,23,m,semi-urban,student,none,0-2 times,newcomer,small (250 ml),0 to 1,availability,exotic,retail store,simple,medium (moderately health-conscious),"active (eg. sports, gym)",50-100
r07447,23,f,semi-urban,student,none,5-7 times,established,medium (500 ml),0 to 1,price,exotic,retail store,simple,low (not very concerned),"active (eg. sports, gym)",50-100
r07448,43,m,urban,working professional,10l - 15l,5-7 times,established,medium (500 ml),0 to 1,price,exotic,retail store,eco-friendly,medium (moderately health-conscious),social (eg. parties),150-200
r07449,55,f,metro,working professional,16l - 25l,5-7 times,newcomer,medium (500 ml),0 to 1,quality,exotic,online,premium,high (very health-conscious),social (eg. parties),200-250
r07450,43,f,metro,working professional,16l - 25l,5-7 times,established,medium (500 ml),above 4,brand reputation,traditional,retail store,simple,high (very health-conscious),social (eg. parties),200-250
r07451,52,m,urban,entrepreneur,16l - 25l,5-7 times,newcomer,medium (500 ml),0 to 1,brand reputation,exotic,retail store,premium,medium (moderately health-conscious),casual (eg. at home),200-250
r07452,46,f,urban,working professional,> 35l,5-7 times,newcomer,medium (500 ml),0 to 1,brand reputation,traditional,retail store,eco-friendly,low (not very concerned),"active (eg. sports, gym)",200-250
r07453,24,f,metro,student,none,5-7 times,newcomer,large (1 l),2 to 4,availability,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",100-150
r07454,23,m,urban,student,none,0-2 times,newcomer,medium (500 ml),0 to 1,price,traditional,online,premium,high (very health-conscious),"active (eg. sports, gym)",100-150
r07455,37,f,urban,entrepreneur,16l - 25l,3-4 times,newcomer,medium (500 ml),above 4,brand reputation,traditional,retail store,premium,low (not very concerned),casual (eg. at home),200-250
r07456,40,m,urban,working professional,16l - 25l,5-7 times,newcomer,small (250 ml),above 4,brand reputation,traditional,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r07457,18,f,metro,student,none,3-4 times,established,medium (500 ml),0 to 1,price,exotic,online,premium,medium (moderately health-conscious),social (eg. parties),50-100
